,Achromobacter piechaudii_gapfilled_527
742159.3.peg.3368,174.1908232416621
742159.3.peg.5452,174.1908232416621
742159.3.peg.4464,174.1908232416621
742159.3.peg.1744,169.0718272755536
742159.3.peg.482,174.19082324166212
742159.3.peg.275,174.19082324166212
742159.3.peg.2350,174.19082324166212
742159.3.peg.4521,174.19082324166212
742159.3.peg.2039,174.19082324166212
742159.3.peg.1249,174.19082324166212
742159.3.peg.3148,174.19082324166212
742159.3.peg.798,174.19082324166212
742159.3.peg.3542,174.19082324166212
742159.3.peg.5178,174.19082324166212
742159.3.peg.5204,174.19082324166212
742159.3.peg.1158,174.19082324166212
742159.3.peg.2827,174.19082324166212
742159.3.peg.1115,174.19082324166212
742159.3.peg.2517,174.19082324166212
742159.3.peg.4263,174.19082324166212
742159.3.peg.4535,174.19082324166212
742159.3.peg.5501,174.19082324166212
742159.3.peg.3708,174.19082324166212
742159.3.peg.1725,174.19082324166212
742159.3.peg.2911,174.19082324166212
742159.3.peg.1962,153.69778521323084
742159.3.peg.1247,174.19082324166254
742159.3.peg.2228,174.19082324166254
742159.3.peg.2697,174.19082324166254
742159.3.peg.337,174.19082324166254
742159.3.peg.5329,174.19082324166254
742159.3.peg.5068,174.19082324166254
742159.3.peg.3608,174.19082324166254
742159.3.peg.3172,174.19082324166254
742159.3.peg.5396,174.19082324166254
742159.3.peg.3265,174.19082324166254
742159.3.peg.3886,174.19082324166254
742159.3.peg.3003,174.19082324166254
742159.3.peg.404,174.19082324166223
742159.3.peg.2829,174.19082324166223
742159.3.peg.5079,174.19082324166223
742159.3.peg.2266,174.1908232416621
742159.3.peg.5384,174.1908232416621
742159.3.peg.3196,174.1908232416621
742159.3.peg.1030,166.456885650158
742159.3.peg.5226,174.19082324166192
742159.3.peg.533,174.19082324166192
742159.3.peg.3832,174.19082324166192
742159.3.peg.2988,174.19082324166192
742159.3.peg.3370,174.19082324166192
742159.3.peg.1116,174.19082324166192
742159.3.peg.5474,174.19082324166192
742159.3.peg.3479,174.19082324166192
742159.3.peg.5480,174.19082324166192
742159.3.peg.1756,174.19082324166186
742159.3.peg.2970,160.51044580287714
