locus,symbols,datasets,datasetIDs,essentiality status,essentiality consensus
SAOUHSC_00408,,1,359,NE,Nonessential
SAOUHSC_00409,,1,359,NE,Nonessential
SAOUHSC_00410,,1,359,NE,Nonessential
SAOUHSC_00411,,1,359,NE,Nonessential
SAOUHSC_00412,,1,359,NE,Nonessential
SAOUHSC_00413,,1,359,NE,Nonessential
SAOUHSC_00414,,1,359,NE,Nonessential
SAOUHSC_00415,,1,359,NE,Nonessential
SAOUHSC_00416,,1,359,NE,Nonessential
SAOUHSC_00417,,1,359,NE,Nonessential
SAOUHSC_00418,,1,359,NE,Nonessential
SAOUHSC_00420,,1,359,NE,Nonessential
SAOUHSC_00421,,1,359,NE,Nonessential
SAOUHSC_00422,,1,359,NE,Nonessential
SAOUHSC_00423,,1,359,NE,Nonessential
SAOUHSC_00424,,1,359,NE,Nonessential
SAOUHSC_00426,,1,359,NE,Nonessential
SAOUHSC_00427,,1,359,NE,Nonessential
SAOUHSC_00428,,1,359,NE,Nonessential
SAOUHSC_00429,,1,359,NE,Nonessential
SAOUHSC_00430,,1,359,NE,Nonessential
SAOUHSC_00431,,1,359,NE,Nonessential
SAOUHSC_00433,,1,359,NE,Nonessential
SAOUHSC_00434,,1,359,NE,Nonessential
SAOUHSC_00435,,1,359,NE,Nonessential
SAOUHSC_00436,gltD,1,359,NE,Nonessential
SAOUHSC_00437,,1,359,NE,Nonessential
SAOUHSC_00438,,1,359,NE,Nonessential
SAOUHSC_00439,,1,359,NE,Nonessential
SAOUHSC_00440,,1,359,NE,Nonessential
SAOUHSC_00441,,1,359,NE,Nonessential
SAOUHSC_00442,,1,359,E,Essential
SAOUHSC_00444,,1,359,E,Essential
SAOUHSC_00445,recR,1,359,NE,Nonessential
SAOUHSC_00446,,1,359,NE,Nonessential
SAOUHSC_00450,,1,359,NE,Nonessential
SAOUHSC_00451,tmk,1,359,E,Essential
SAOUHSC_00452,,1,359,NE,Nonessential
SAOUHSC_00453,,1,359,NE,Nonessential
SAOUHSC_00454,,1,359,E,Essential
SAOUHSC_00455,,1,359,NE,Nonessential
SAOUHSC_00456,,1,359,NE,Nonessential
SAOUHSC_00457,,1,359,NE,Nonessential
SAOUHSC_00458,,1,359,NE,Nonessential
SAOUHSC_00459,,1,359,NE,Nonessential
SAOUHSC_00460,,1,359,NE,Nonessential
SAOUHSC_00461,,1,359,E,Essential
SAOUHSC_00462,,1,359,NE,Nonessential
SAOUHSC_00463,,1,359,NE,Nonessential
SAOUHSC_00464,ksgA,1,359,NE,Nonessential
SAOUHSC_00465,,1,359,NE,Nonessential
SAOUHSC_00466,ipk,1,359,NE,Nonessential
SAOUHSC_00467,,1,359,NE,Nonessential
SAOUHSC_00468,,1,359,NE,Nonessential
SAOUHSC_00469,,1,359,NE,Nonessential
SAOUHSC_00470,,1,359,NE,Nonessential
SAOUHSC_00471,glmU,1,359,E,Essential
SAOUHSC_00472,,1,359,E,Essential
SAOUHSC_00473,,1,359,NE,Nonessential
SAOUHSC_00474,,1,359,E,Essential
SAOUHSC_00475,,1,359,E,Essential
SAOUHSC_00477,,1,359,NE,Nonessential
SAOUHSC_00479,,1,359,NE,Nonessential
SAOUHSC_00480,,1,359,NE,Nonessential
SAOUHSC_00481,,1,359,NE,Nonessential
SAOUHSC_00482,,1,359,E,Essential
SAOUHSC_00483,,1,359,NE,Nonessential
SAOUHSC_00484,,1,359,E,Essential
SAOUHSC_00485,,1,359,NE,Nonessential
SAOUHSC_00486,,1,359,NE,Nonessential
SAOUHSC_00487,hslO,1,359,NE,Nonessential
SAOUHSC_00488,,1,359,NE,Nonessential
SAOUHSC_00489,,1,359,E,Essential
SAOUHSC_00490,,1,359,E,Essential
SAOUHSC_00491,,1,359,E,Essential
SAOUHSC_00492,,1,359,NE,Nonessential
SAOUHSC_00493,lysS,1,359,E,Essential
SAOUHSC_00497,,1,359,NE,Nonessential
SAOUHSC_00499,,1,359,NE,Nonessential
SAOUHSC_00500,,1,359,NE,Nonessential
SAOUHSC_00501,,1,359,NE,Nonessential
SAOUHSC_00502,,1,359,NE,Nonessential
SAOUHSC_00503,,1,359,NE,Nonessential
SAOUHSC_00504,,1,359,NE,Nonessential
SAOUHSC_00505,,1,359,NE,Nonessential
SAOUHSC_00506,,1,359,NE,Nonessential
SAOUHSC_00507,,1,359,NE,Nonessential
SAOUHSC_00508,,1,359,NE,Nonessential
SAOUHSC_00509,gltX,1,359,E,Essential
SAOUHSC_00510,,1,359,E,Essential
SAOUHSC_00511,cysS,1,359,E,Essential
SAOUHSC_00512,,1,359,NE,Nonessential
SAOUHSC_00513,,1,359,NE,Nonessential
SAOUHSC_00514,,1,359,NE,Nonessential
SAOUHSC_00515,,1,359,NE,Nonessential
SAOUHSC_00516,secE,1,359,E,Essential
SAOUHSC_00517,,1,359,NE,Nonessential
SAOUHSC_00518,rplK,1,359,E,Essential
SAOUHSC_00519,rplA,1,359,E,Essential
SAOUHSC_00520,rplJ,1,359,E,Essential
SAOUHSC_00521,rplL,1,359,E,Essential
SAOUHSC_00523,,1,359,NE,Nonessential
SAOUHSC_00524,rpoB,1,359,E,Essential
SAOUHSC_00525,,1,359,E,Essential
SAOUHSC_00526,,1,359,NE,Nonessential
SAOUHSC_00527,rpsL,1,359,E,Essential
SAOUHSC_00528,,1,359,E,Essential
SAOUHSC_00529,,1,359,E,Essential
SAOUHSC_00530,,1,359,E,Essential
SAOUHSC_00531,,1,359,NE,Nonessential
SAOUHSC_00532,,1,359,NE,Nonessential
SAOUHSC_00533,,1,359,NE,Nonessential
SAOUHSC_00534,,1,359,NE,Nonessential
SAOUHSC_00535,,1,359,NE,Nonessential
SAOUHSC_00536,,1,359,NE,Nonessential
SAOUHSC_00537,,1,359,NE,Nonessential
SAOUHSC_00538,,1,359,NE,Nonessential
SAOUHSC_00539,,1,359,NE,Nonessential
SAOUHSC_00540,,1,359,NE,Nonessential
SAOUHSC_00541,,1,359,NE,Nonessential
SAOUHSC_00542,,1,359,NE,Nonessential
SAOUHSC_00543,,1,359,NE,Nonessential
SAOUHSC_00544,,1,359,NE,Nonessential
SAOUHSC_00545,,1,359,NE,Nonessential
SAOUHSC_00547,,1,359,NE,Nonessential
SAOUHSC_00548,,1,359,NE,Nonessential
SAOUHSC_00549,,1,359,E,Essential
SAOUHSC_00550,,1,359,NE,Nonessential
SAOUHSC_00551,,1,359,NE,Nonessential
SAOUHSC_00552,,1,359,NE,Nonessential
SAOUHSC_00553,,1,359,NE,Nonessential
SAOUHSC_00554,,1,359,NE,Nonessential
SAOUHSC_00555,,1,359,NE,Nonessential
SAOUHSC_00556,,1,359,NE,Nonessential
SAOUHSC_00557,,1,359,NE,Nonessential
SAOUHSC_00558,,1,359,NE,Nonessential
SAOUHSC_00559,,1,359,NE,Nonessential
SAOUHSC_00560,,1,359,NE,Nonessential
SAOUHSC_00561,,1,359,NE,Nonessential
SAOUHSC_00562,,1,359,NE,Nonessential
SAOUHSC_00564,,1,359,NE,Nonessential
SAOUHSC_00565,,1,359,NE,Nonessential
SAOUHSC_00567,,1,359,NE,Nonessential
SAOUHSC_00569,,1,359,NE,Nonessential
SAOUHSC_00571,,1,359,NE,Nonessential
SAOUHSC_00572,,1,359,NE,Nonessential
SAOUHSC_00573,,1,359,NE,Nonessential
SAOUHSC_00574,eutD,1,359,E,Essential
SAOUHSC_00575,,1,359,E,Essential
SAOUHSC_00577,,1,359,E,Essential
SAOUHSC_00578,,1,359,E,Essential
SAOUHSC_00579,,1,359,E,Essential
SAOUHSC_00580,,1,359,NE,Nonessential
SAOUHSC_00581,,1,359,NE,Nonessential
SAOUHSC_00582,,1,359,NE,Nonessential
SAOUHSC_00583,,1,359,NE,Nonessential
SAOUHSC_00584,,1,359,NE,Nonessential
SAOUHSC_00585,,1,359,NE,Nonessential
SAOUHSC_00586,,1,359,NE,Nonessential
SAOUHSC_00587,,1,359,NE,Nonessential
SAOUHSC_00588,,1,359,NE,Nonessential
SAOUHSC_00589,,1,359,NE,Nonessential
SAOUHSC_00591,,1,359,NE,Nonessential
SAOUHSC_00592,,1,359,NE,Nonessential
SAOUHSC_00593,,1,359,NE,Nonessential
SAOUHSC_00595,,1,359,NE,Nonessential
SAOUHSC_00596,,1,359,NE,Nonessential
SAOUHSC_00598,,1,359,NE,Nonessential
SAOUHSC_00599,,1,359,NE,Nonessential
SAOUHSC_00600,,1,359,NE,Nonessential
SAOUHSC_00602,,1,359,NE,Nonessential
SAOUHSC_00603,,1,359,NE,Nonessential
SAOUHSC_00604,,1,359,NE,Nonessential
SAOUHSC_00605,,1,359,NE,Nonessential
SAOUHSC_00606,,1,359,NE,Nonessential
SAOUHSC_00607,,1,359,NE,Nonessential
SAOUHSC_00608,,1,359,NE,Nonessential
SAOUHSC_00609,,1,359,NE,Nonessential
SAOUHSC_00610,,1,359,NE,Nonessential
SAOUHSC_00611,argS,1,359,E,Essential
SAOUHSC_00612,,1,359,NE,Nonessential
SAOUHSC_00613,,1,359,NE,Nonessential
